Value,Count,LC24_EVT_250,pad_5070,Feature_S_US1,EVT_NAME,EVT_PHYS,GAP_Sts,SECTION_CO,SECTION_NA
21552,2695.000000000000000,9019,1,162,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Riparian,4,422G,Bonneville Basin
21553,5479.000000000000000,7921,1,162,Western Cool Temperate Developed Evergreen Forest,Developed,4,422G,Bonneville Basin
21554,3812.000000000000000,7923,1,166,Western Cool Temperate Developed Shrubland,Developed,4,423D,Bear Lake
21555,260.000000000000000,7921,1,166,Western Cool Temperate Developed Evergreen Forest,Developed,4,423D,Bear Lake
21556,152.000000000000000,7900,1,166,Western Cool Temperate Urban Deciduous Forest,Developed,4,423D,Bear Lake
21557,61242.000000000000000,7299,1,166,Developed-Roads,Developed-Roads,4,423D,Bear Lake
21558,386203.000000000000000,7967,1,166,Western Cool Temperate Pasture and Hayland,Agricultural,4,423D,Bear Lake
21559,16533.000000000000000,7145,1,166,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,4,423D,Bear Lake
21560,6047.000000000000000,7081,1,166,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,4,423D,Bear Lake
21561,213.000000000000000,7056,1,166,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,4,423D,Bear Lake
21562,16344.000000000000000,7135,1,166,Inter-Mountain Basins Semi-Desert Grassland,Grassland,4,423D,Bear Lake
21563,18032.000000000000000,7051,1,166,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,4,423D,Bear Lake
21564,389310.000000000000000,7072,1,166,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,Shrubland,4,423D,Bear Lake
21565,35920.000000000000000,7062,1,166,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer,4,423D,Bear Lake
21566,249.000000000000000,7901,1,166,Western Cool Temperate Urban Evergreen Forest,Developed,4,423D,Bear Lake
21567,11383.000000000000000,7050,1,166,Rocky Mountain Lodgepole Pine Forest,Conifer,4,423D,Bear Lake
21568,8764.000000000000000,7061,1,166,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood,4,423D,Bear Lake
21569,477.000000000000000,7902,1,166,Western Cool Temperate Urban Mixed Forest,Developed,4,423D,Bear Lake
21570,2714.000000000000000,7052,1,166,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,4,423D,Bear Lake
21571,421.000000000000000,7922,1,166,Western Cool Temperate Developed Mixed Forest,Developed,4,423D,Bear Lake
21572,9264.000000000000000,9011,3,166,North American Arid West Emergent Marsh,Riparian,3,423D,Bear Lake
21573,106.000000000000000,7920,1,166,Western Cool Temperate Developed Deciduous Forest,Developed,4,423D,Bear Lake
21574,29354.000000000000000,9519,3,166,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian,3,423D,Bear Lake
21575,12578.000000000000000,9019,3,166,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Riparian,3,423D,Bear Lake
21576,10416.000000000000000,7139,1,166,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,4,423D,Bear Lake
21577,1329.000000000000000,9017,3,166,Rocky Mountain Alpine-Montane Wet Meadow,Riparian,3,423D,Bear Lake
21578,5478.000000000000000,7297,1,166,Developed-Medium Intensity,Developed-Medium Intensity,4,423D,Bear Lake
21579,5404.000000000000000,7292,3,166,Open Water,Open Water,3,423D,Bear Lake
21580,275258.000000000000000,7125,3,166,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,3,423D,Bear Lake
21581,8405.000000000000000,7967,3,166,Western Cool Temperate Pasture and Hayland,Agricultural,3,423D,Bear Lake
21582,5.000000000000000,9008,3,31,Inter-Mountain Basins Playa,Sparsely Vegetated,3,413D,Overthrust Mountains
21583,2279.000000000000000,7298,1,166,Developed-High Intensity,Developed-High Intensity,4,423D,Bear Lake
21584,25388.000000000000000,7066,1,166,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,4,423D,Bear Lake
21585,2157.000000000000000,9008,1,166,Inter-Mountain Basins Playa,Sparsely Vegetated,4,423D,Bear Lake
21586,966.000000000000000,9827,1,166,Interior West Ruderal Riparian Scrub,Riparian,4,423D,Bear Lake
21587,259.000000000000000,7904,3,166,Western Cool Temperate Urban Shrubland,Developed,3,423D,Bear Lake
21588,228.000000000000000,7297,3,166,Developed-Medium Intensity,Developed-Medium Intensity,3,423D,Bear Lake
21589,5204.000000000000000,9006,1,166,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,4,423D,Bear Lake
21590,25195.000000000000000,7292,2,166,Open Water,Open Water,2,423D,Bear Lake
21591,281.000000000000000,9336,2,166,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,2,423D,Bear Lake
21592,15352.000000000000000,9519,2,166,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian,2,423D,Bear Lake
21593,5566.000000000000000,7125,2,166,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,2,423D,Bear Lake
21594,7558.000000000000000,7080,2,166,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,2,423D,Bear Lake
21595,18660.000000000000000,9011,2,166,North American Arid West Emergent Marsh,Riparian,2,423D,Bear Lake
21596,17247.000000000000000,9019,2,166,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Riparian,2,423D,Bear Lake
21597,8558.000000000000000,9017,2,166,Rocky Mountain Alpine-Montane Wet Meadow,Riparian,2,423D,Bear Lake
21598,712952.000000000000000,7080,3,166,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,3,423D,Bear Lake
21599,12432.000000000000000,7967,2,166,Western Cool Temperate Pasture and Hayland,Agricultural,2,423D,Bear Lake
21600,5979.000000000000000,7153,3,166,Inter-Mountain Basins Greasewood Flat,Shrubland,3,423D,Bear Lake
21601,6966.000000000000000,9336,3,166,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,3,423D,Bear Lake
21602,1876.000000000000000,9828,3,166,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,3,423D,Bear Lake
21603,203.000000000000000,9008,3,166,Inter-Mountain Basins Playa,Sparsely Vegetated,3,423D,Bear Lake
21604,209.000000000000000,7062,2,166,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer,2,423D,Bear Lake
21605,1163.000000000000000,9309,2,166,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,2,423D,Bear Lake
21606,1.000000000000000,7961,3,31,Western Cool Temperate Vineyard,Agricultural,3,413D,Overthrust Mountains
21607,349.000000000000000,9828,2,166,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,2,423D,Bear Lake
21608,3855.000000000000000,9829,2,166,Western North American Ruderal Wet Meadow & Marsh,Riparian,2,423D,Bear Lake
21609,23.000000000000000,9308,2,166,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous,2,423D,Bear Lake
21610,272.000000000000000,7153,2,166,Inter-Mountain Basins Greasewood Flat,Shrubland,2,423D,Bear Lake
21611,17516.000000000000000,7126,2,166,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,2,423D,Bear Lake
21612,1115.000000000000000,7049,2,166,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,2,423D,Bear Lake
21613,1284.000000000000000,9827,2,166,Interior West Ruderal Riparian Scrub,Riparian,2,423D,Bear Lake
21614,15.000000000000000,9005,1,166,Inter-Mountain Basins Alkaline Closed Depression,Riparian,4,423D,Bear Lake
21615,2023.000000000000000,7965,3,166,Western Cool Temperate Close Grown Crop,Agricultural,3,423D,Bear Lake
21616,253.000000000000000,7135,2,166,Inter-Mountain Basins Semi-Desert Grassland,Grassland,2,423D,Bear Lake
21617,966.000000000000000,7299,2,166,Developed-Roads,Developed-Roads,2,423D,Bear Lake
21618,118.000000000000000,9307,2,166,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous,2,423D,Bear Lake
21619,3245.000000000000000,9829,3,166,Western North American Ruderal Wet Meadow & Marsh,Riparian,3,423D,Bear Lake
21620,285.000000000000000,7127,2,166,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,2,423D,Bear Lake
21621,100.000000000000000,7081,2,166,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,2,423D,Bear Lake
21622,240.000000000000000,9329,2,166,Western North American Ruderal Wet Shrubland,Riparian,2,423D,Bear Lake
21623,12.000000000000000,7960,1,166,Western Cool Temperate Orchard,Agricultural,4,423D,Bear Lake
21624,4.000000000000000,7903,2,166,Western Cool Temperate Urban Herbaceous,Developed,2,423D,Bear Lake
21625,22.000000000000000,7296,2,166,Developed-Low Intensity,Developed-Low Intensity,2,423D,Bear Lake
21626,448.000000000000000,7965,2,166,Western Cool Temperate Close Grown Crop,Agricultural,2,423D,Bear Lake
21627,75.000000000000000,9008,2,166,Inter-Mountain Basins Playa,Sparsely Vegetated,2,423D,Bear Lake
21628,192.000000000000000,7066,2,166,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,2,423D,Bear Lake
21629,20.000000000000000,9328,2,166,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,2,423D,Bear Lake
21630,1606139.000000000000000,7126,3,166,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,3,423D,Bear Lake
21631,26948.000000000000000,7127,3,166,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,3,423D,Bear Lake
21632,293.000000000000000,9827,3,166,Interior West Ruderal Riparian Scrub,Riparian,3,423D,Bear Lake
21633,9.000000000000000,7297,2,166,Developed-Medium Intensity,Developed-Medium Intensity,2,423D,Bear Lake
21634,131.000000000000000,9018,2,166,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated,2,423D,Bear Lake
21635,6.000000000000000,7922,2,166,Western Cool Temperate Developed Mixed Forest,Developed,2,423D,Bear Lake
21636,8.000000000000000,7924,2,166,Western Cool Temperate Developed Herbaceous,Developed,2,423D,Bear Lake
21637,3.000000000000000,7902,2,166,Western Cool Temperate Urban Mixed Forest,Developed,2,423D,Bear Lake
21638,22218.000000000000000,9309,3,166,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,3,423D,Bear Lake
21639,724733.000000000000000,7072,3,166,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,Shrubland,3,423D,Bear Lake
21640,39910.000000000000000,7062,3,166,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer,3,423D,Bear Lake
21641,5709.000000000000000,7135,3,166,Inter-Mountain Basins Semi-Desert Grassland,Grassland,3,423D,Bear Lake
21642,261.000000000000000,9308,3,166,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous,3,423D,Bear Lake
21643,678.000000000000000,9329,3,166,Western North American Ruderal Wet Shrubland,Riparian,3,423D,Bear Lake
21644,70.000000000000000,7012,3,166,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,3,423D,Bear Lake
21645,24404.000000000000000,7146,3,166,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,3,423D,Bear Lake
21646,6.000000000000000,7968,3,166,Western Cool Temperate Wheat,Agricultural,3,423D,Bear Lake
21647,233742.000000000000000,7049,3,166,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,3,423D,Bear Lake
21648,10195.000000000000000,7139,3,166,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,3,423D,Bear Lake
21649,16032.000000000000000,7299,3,166,Developed-Roads,Developed-Roads,3,423D,Bear Lake
21650,17215.000000000000000,7086,3,166,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,3,423D,Bear Lake
21651,29.000000000000000,9327,1,166,Interior West Ruderal Riparian Forest,Riparian,4,423D,Bear Lake
21652,119100.000000000000000,7011,3,166,Rocky Mountain Aspen Forest and Woodland,Hardwood,3,423D,Bear Lake
21653,3293.000000000000000,9018,3,166,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated,3,423D,Bear Lake
21654,579.000000000000000,7296,3,166,Developed-Low Intensity,Developed-Low Intensity,3,423D,Bear Lake
21655,3715.000000000000000,7166,3,166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,3,423D,Bear Lake
21656,15.000000000000000,7066,2,31,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,2,413D,Overthrust Mountains
21657,412.000000000000000,9328,3,166,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,3,423D,Bear Lake
21658,19336.000000000000000,7072,2,166,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,Shrubland,2,423D,Bear Lake
21659,7.000000000000000,9327,3,166,Interior West Ruderal Riparian Forest,Riparian,3,423D,Bear Lake
21660,2910.000000000000000,7011,2,166,Rocky Mountain Aspen Forest and Woodland,Hardwood,2,423D,Bear Lake
21661,17868.000000000000000,7050,3,166,Rocky Mountain Lodgepole Pine Forest,Conifer,3,423D,Bear Lake
21662,1.000000000000000,9327,2,166,Interior West Ruderal Riparian Forest,Riparian,2,423D,Bear Lake
21663,404.000000000000000,7086,2,166,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,2,423D,Bear Lake
21664,191.000000000000000,7050,2,166,Rocky Mountain Lodgepole Pine Forest,Conifer,2,423D,Bear Lake
21665,1083.000000000000000,7166,1,166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,4,423D,Bear Lake
21666,19101.000000000000000,7066,3,166,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,3,423D,Bear Lake
21667,59.000000000000000,7963,3,166,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural,3,423D,Bear Lake
21668,8500.000000000000000,9009,1,166,Inter-Mountain Basins Shale Badland,Sparsely Vegetated,4,423D,Bear Lake
21669,243.000000000000000,7923,3,166,Western Cool Temperate Developed Shrubland,Developed,3,423D,Bear Lake
21670,5785.000000000000000,7081,3,166,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,3,423D,Bear Lake
21671,7269.000000000000000,7055,3,166,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,3,423D,Bear Lake
21672,2.000000000000000,7298,2,166,Developed-High Intensity,Developed-High Intensity,2,423D,Bear Lake
21673,124.000000000000000,9006,2,166,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,2,423D,Bear Lake
21674,87.000000000000000,7298,3,166,Developed-High Intensity,Developed-High Intensity,3,423D,Bear Lake
21675,7827.000000000000000,7061,3,166,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood,3,423D,Bear Lake
21676,627.000000000000000,9009,2,166,Inter-Mountain Basins Shale Badland,Sparsely Vegetated,2,423D,Bear Lake
21677,748.000000000000000,9307,3,166,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous,3,423D,Bear Lake
21678,15502.000000000000000,7051,3,166,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,3,423D,Bear Lake
21679,60.000000000000000,7903,3,166,Western Cool Temperate Urban Herbaceous,Developed,3,423D,Bear Lake
21680,18856.000000000000000,7145,3,166,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,3,423D,Bear Lake
21681,5714.000000000000000,7016,3,166,Colorado Plateau Pinyon-Juniper Woodland,Conifer,3,423D,Bear Lake
21682,7605.000000000000000,7107,1,166,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,4,423D,Bear Lake
21683,325.000000000000000,9001,1,166,Colorado Plateau Mixed Bedrock Canyon and Tableland,Sparsely Vegetated,4,423D,Bear Lake
21684,4854.000000000000000,9006,3,166,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,3,423D,Bear Lake
21685,13808.000000000000000,9009,3,166,Inter-Mountain Basins Shale Badland,Sparsely Vegetated,3,423D,Bear Lake
21686,41.000000000000000,7924,3,166,Western Cool Temperate Developed Herbaceous,Developed,3,423D,Bear Lake
21687,93.000000000000000,7963,2,166,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural,2,423D,Bear Lake
21688,102.000000000000000,7966,3,166,Western Cool Temperate Fallow/Idle Cropland,Agricultural,3,423D,Bear Lake
21689,13.000000000000000,7057,3,166,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,3,423D,Bear Lake
21690,1452.000000000000000,7140,3,166,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,3,423D,Bear Lake
21691,1.000000000000000,7966,2,166,Western Cool Temperate Fallow/Idle Cropland,Agricultural,2,423D,Bear Lake
21692,726.000000000000000,9021,3,166,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian,3,423D,Bear Lake
21693,11.000000000000000,7964,3,166,Western Cool Temperate Row Crop,Agricultural,3,423D,Bear Lake
21694,1212.000000000000000,7140,1,166,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,4,423D,Bear Lake
21695,736.000000000000000,9022,3,166,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian,3,423D,Bear Lake
21696,9029.000000000000000,7055,1,166,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,4,423D,Bear Lake
21697,110.000000000000000,7056,3,166,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,3,423D,Bear Lake
21698,1210.000000000000000,9021,1,166,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian,4,423D,Bear Lake
21699,344.000000000000000,9828,4,166,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,1,423D,Bear Lake
21700,4469.000000000000000,9829,4,166,Western North American Ruderal Wet Meadow & Marsh,Riparian,1,423D,Bear Lake
21701,12597.000000000000000,7967,4,166,Western Cool Temperate Pasture and Hayland,Agricultural,1,423D,Bear Lake
21702,832.000000000000000,9519,4,166,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian,1,423D,Bear Lake
21703,334.000000000000000,9309,4,166,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,1,423D,Bear Lake
21704,876.000000000000000,9022,1,166,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian,4,423D,Bear Lake
